Activity_Type,Movement_Speed_ms,Crowd_Density,Temperature_C,Pilgrim_Age_Group,Pilgrim_Experience,Time_of_Day,Time_Spent_min,Pilgrim_Group_Size,Phone_Battery_Pct,Risk_Level
Prayer,0.015,Medium,44.4,40_to_60,First-Time,Maghrib,29.5,21,82,Medium
Walking,0.957,High,43.2,Above_60,First-Time,Night,12.6,27,52,Low
Resting,0.004,Medium,43.3,40_to_60,First-Time,Morning,112.5,8,25,Low
Sai,1.085,Low,41.4,Under_40,Experienced,Maghrib,45.1,26,96,Low
Walking,0.716,Low,43.4,40_to_60,Experienced,Afternoon,21.6,43,82,Low
Walking,0.767,Medium,46.3,40_to_60,First-Time,Maghrib,18.3,36,39,Medium
Tawaf,0.549,High,52.0,40_to_60,First-Time,Afternoon,52.1,26,43,High
Resting,0.18,Medium,37.9,Above_60,First-Time,Maghrib,58.8,15,44,Low
Walking,0.908,Medium,38.7,Under_40,Experienced,Noon,20.0,6,51,Low
Tawaf,0.615,High,38.1,40_to_60,Experienced,Night,63.5,29,70,Low
Tawaf,0.722,High,47.1,Above_60,First-Time,Morning,60.5,20,27,High
Tawaf,0.743,High,48.2,Above_60,First-Time,Afternoon,89.0,34,40,High
Prayer,0.074,Low,45.0,40_to_60,First-Time,Maghrib,25.4,41,79,Low
Walking,0.555,High,36.7,40_to_60,Experienced,Afternoon,9.5,16,5,Low
Walking,1.173,Low,40.8,Above_60,First-Time,Morning,27.9,49,17,Low
Sai,1.463,Medium,43.4,Above_60,Experienced,Afternoon,67.2,36,27,Low
Resting,0.214,Medium,43.4,Under_40,First-Time,Afternoon,16.5,6,80,Low
Prayer,0.052,Medium,49.7,40_to_60,First-Time,Morning,25.7,37,10,Medium
Tawaf,0.425,High,46.2,Above_60,First-Time,Maghrib,51.2,47,18,High
Prayer,0.076,High,46.1,40_to_60,Experienced,Morning,30.0,8,90,High
Walking,1.115,Medium,40.3,Under_40,Experienced,Maghrib,18.6,12,64,Low
Prayer,0.067,Medium,43.7,40_to_60,First-Time,Morning,15.4,32,58,Low
Prayer,0.063,Medium,35.4,40_to_60,First-Time,Afternoon,25.0,15,41,Low
Tawaf,0.397,High,42.3,Above_60,First-Time,Afternoon,46.7,24,99,High
Walking,0.75,Medium,42.7,40_to_60,Experienced,Night,5.6,38,28,Low
Resting,0.217,Medium,37.0,40_to_60,Experienced,Morning,25.1,17,74,Low
Prayer,0.002,High,40.8,Under_40,Experienced,Afternoon,23.1,49,72,Medium
Prayer,0.064,High,47.9,Under_40,First-Time,Morning,14.3,20,56,High
Walking,1.037,Medium,41.8,40_to_60,Experienced,Maghrib,10.9,5,44,Low
Walking,0.734,Medium,44.5,Above_60,First-Time,Night,8.7,14,43,Medium
Prayer,0.008,Low,51.6,40_to_60,First-Time,Night,15.1,17,38,Medium
Resting,0.246,Medium,40.2,40_to_60,First-Time,Night,94.8,37,89,Low
Walking,0.599,Medium,45.4,40_to_60,First-Time,Noon,17.8,21,33,Medium
Prayer,0.037,High,41.3,40_to_60,Experienced,Afternoon,14.3,44,38,Medium
Walking,0.995,Medium,46.4,Above_60,First-Time,Noon,11.2,47,94,High
Resting,0.245,Medium,41.8,40_to_60,First-Time,Maghrib,54.7,20,45,Low
Walking,1.104,Low,46.2,Under_40,Experienced,Noon,29.9,47,74,Low
Tawaf,0.565,High,47.5,40_to_60,Experienced,Afternoon,40.4,20,31,High
Prayer,0.048,High,41.2,40_to_60,First-Time,Morning,26.1,5,81,Medium
Walking,1.094,Low,46.2,Above_60,First-Time,Night,26.6,25,65,Medium
Prayer,0.056,Low,35.1,Under_40,Experienced,Afternoon,29.1,28,92,Low
Walking,0.905,Medium,42.5,Under_40,First-Time,Afternoon,20.1,50,22,Low
Resting,0.13,Medium,47.2,40_to_60,First-Time,Afternoon,25.5,24,80,Medium
Walking,0.761,Medium,51.5,Under_40,First-Time,Morning,5.6,46,69,Medium
Resting,0.144,Medium,37.0,Above_60,First-Time,Maghrib,61.5,18,33,Low
Prayer,0.036,Medium,37.5,Under_40,First-Time,Maghrib,17.0,5,82,Low
Resting,0.103,Low,39.9,40_to_60,Experienced,Afternoon,105.5,26,58,Low
Walking,1.196,High,42.7,Under_40,Experienced,Night,19.9,11,77,Low
Prayer,0.034,High,39.4,40_to_60,Experienced,Morning,26.9,41,40,Low
Walking,0.679,Medium,45.6,40_to_60,Experienced,Noon,19.3,36,20,Low
Tawaf,0.477,Medium,40.9,Above_60,Experienced,Fajr,43.6,8,63,Low
Walking,0.914,High,39.1,40_to_60,Experienced,Noon,10.0,20,42,Low
Walking,1.138,High,37.8,Under_40,Experienced,Night,14.9,21,80,Low
Prayer,0.079,High,42.2,Under_40,First-Time,Noon,10.6,34,10,Medium
Walking,1.09,Medium,43.8,40_to_60,First-Time,Noon,17.4,38,15,Low
Walking,1.101,Low,45.6,40_to_60,Experienced,Afternoon,11.8,44,89,Low
Sai,1.444,Low,40.5,40_to_60,First-Time,Fajr,47.1,11,23,Low
Tawaf,0.418,High,43.9,40_to_60,Experienced,Noon,58.5,24,39,Medium
Prayer,0.046,High,48.3,Under_40,Experienced,Afternoon,22.8,37,10,High
Walking,0.77,High,46.9,40_to_60,First-Time,Afternoon,7.5,40,90,High
Resting,0.115,Low,40.3,Above_60,Experienced,Afternoon,78.9,16,68,Low
Resting,0.196,Medium,44.7,40_to_60,First-Time,Morning,114.0,19,92,Low
Walking,0.781,Medium,41.3,Above_60,Experienced,Noon,14.4,19,33,Low
Walking,0.931,Medium,40.3,40_to_60,First-Time,Afternoon,29.5,24,91,Low
Prayer,0.038,Medium,38.3,40_to_60,Experienced,Noon,25.6,21,32,Low
Walking,0.718,High,49.1,Under_40,First-Time,Afternoon,5.2,46,87,Medium
Sai,1.047,Medium,39.2,40_to_60,Experienced,Night,87.5,50,53,Low
Prayer,0.08,High,41.4,40_to_60,First-Time,Night,20.2,33,49,Medium
Walking,0.921,Low,34.4,40_to_60,Experienced,Maghrib,20.0,28,10,Low
Tawaf,0.787,High,46.4,Under_40,First-Time,Morning,66.6,45,89,Medium
Walking,1.083,Medium,41.9,40_to_60,Experienced,Maghrib,14.8,19,29,Low
Resting,0.146,Low,46.8,Under_40,First-Time,Noon,61.6,16,9,Medium
Prayer,0.024,High,43.4,40_to_60,Experienced,Night,20.4,23,44,Medium
Prayer,0.067,Medium,42.5,40_to_60,Experienced,Afternoon,29.3,17,88,Low
Resting,0.218,High,45.4,40_to_60,First-Time,Morning,37.9,37,66,Medium
Walking,0.825,High,42.0,40_to_60,First-Time,Noon,27.9,34,55,Low
Prayer,0.023,Low,34.6,40_to_60,First-Time,Noon,29.5,11,91,Low
Prayer,0.056,High,43.1,40_to_60,Experienced,Morning,18.5,48,7,Medium
Walking,0.678,Low,46.4,40_to_60,Experienced,Maghrib,11.2,22,80,Medium
Walking,1.158,High,38.5,40_to_60,Experienced,Noon,16.5,46,40,Low
Sai,1.24,Medium,33.6,40_to_60,Experienced,Morning,49.6,50,23,Low
Prayer,0.029,Low,39.1,40_to_60,First-Time,Afternoon,26.4,29,6,Low
Resting,0.065,High,43.3,40_to_60,Experienced,Noon,48.0,16,25,Medium
Walking,1.002,Medium,37.3,40_to_60,Experienced,Fajr,12.6,38,97,Low
Resting,0.212,High,41.5,Under_40,Experienced,Morning,85.7,25,82,Low
Walking,0.918,Low,43.6,Above_60,First-Time,Fajr,19.0,11,23,Medium
Resting,0.184,Medium,38.5,40_to_60,First-Time,Maghrib,76.5,34,75,Low
Sai,1.223,Medium,47.2,40_to_60,First-Time,Night,66.8,20,93,Medium
Walking,0.752,High,44.7,40_to_60,First-Time,Afternoon,16.3,43,11,Medium
Tawaf,0.769,High,38.0,40_to_60,First-Time,Afternoon,48.9,26,27,Medium
Walking,0.835,Medium,44.8,Under_40,First-Time,Maghrib,12.1,20,73,Low
Prayer,0.002,High,38.7,40_to_60,First-Time,Fajr,29.9,9,25,Medium
Prayer,0.035,Medium,39.9,40_to_60,Experienced,Morning,18.1,13,92,Low
Resting,0.039,High,42.2,Above_60,Experienced,Afternoon,68.2,32,52,Medium
Resting,0.109,Medium,45.3,Above_60,First-Time,Maghrib,56.7,46,62,Medium
Tawaf,0.604,High,41.8,Above_60,Experienced,Afternoon,73.6,35,8,Medium
Walking,0.516,Medium,43.7,Above_60,Experienced,Night,9.3,24,79,Low
Prayer,0.087,High,47.7,40_to_60,First-Time,Noon,11.0,22,16,High
Prayer,0.061,Medium,43.0,40_to_60,First-Time,Afternoon,29.5,21,92,Low
Resting,0.089,Medium,39.5,Under_40,First-Time,Night,71.2,34,43,Low
Prayer,0.031,High,44.8,40_to_60,First-Time,Night,21.0,40,47,Medium
Resting,0.14,Medium,39.8,40_to_60,Experienced,Fajr,64.0,18,5,Low
Sai,0.974,Medium,40.8,40_to_60,First-Time,Noon,47.2,29,96,Low
Walking,0.503,Medium,44.3,40_to_60,Experienced,Maghrib,21.9,49,6,Low
Walking,0.519,Low,44.3,40_to_60,First-Time,Fajr,19.1,44,26,Low
Sai,1.05,High,41.3,40_to_60,First-Time,Night,51.4,8,27,Low
Prayer,0.012,High,40.7,40_to_60,First-Time,Afternoon,20.5,6,53,Medium
Resting,0.007,High,49.3,Under_40,First-Time,Fajr,39.5,34,45,High
Walking,1.101,Medium,33.2,Above_60,Experienced,Noon,21.0,46,49,Low
Prayer,0.027,High,43.5,Above_60,Experienced,Afternoon,23.4,30,43,Medium
Walking,0.852,High,42.1,Under_40,First-Time,Noon,12.4,15,65,Low
Tawaf,0.39,Medium,40.3,40_to_60,First-Time,Noon,35.6,10,55,Low
Sai,0.833,High,43.2,40_to_60,Experienced,Night,80.9,42,97,Low
Walking,1.021,Low,38.1,Under_40,First-Time,Noon,20.9,23,28,Low
Tawaf,0.362,Medium,36.8,40_to_60,Experienced,Night,66.3,23,27,Low
Resting,0.008,High,46.2,Above_60,First-Time,Afternoon,77.8,15,40,High
Walking,0.911,Low,39.3,40_to_60,Experienced,Night,23.0,46,53,Low
Resting,0.004,Medium,41.5,Under_40,First-Time,Morning,39.0,10,12,Low
Walking,0.805,High,33.0,40_to_60,Experienced,Afternoon,15.2,33,55,Low
Resting,0.087,High,35.1,40_to_60,First-Time,Afternoon,38.3,18,49,Medium
Walking,0.724,Medium,43.0,Above_60,First-Time,Fajr,6.8,14,5,Low
Walking,0.503,Medium,46.3,40_to_60,First-Time,Afternoon,27.7,41,7,Medium
Resting,0.289,Medium,39.3,40_to_60,Experienced,Night,19.9,30,54,Low
Walking,0.862,Medium,48.5,40_to_60,First-Time,Fajr,6.2,45,53,Medium
Tawaf,0.586,High,47.1,40_to_60,Experienced,Afternoon,49.3,35,23,Medium
Walking,0.966,Medium,45.5,40_to_60,First-Time,Night,13.0,49,10,Low
Resting,0.239,Medium,46.3,Above_60,First-Time,Afternoon,19.2,40,55,High
Walking,0.926,Low,47.3,40_to_60,Experienced,Noon,24.2,14,72,Medium
Walking,1.034,Low,39.9,40_to_60,Experienced,Afternoon,7.9,30,90,Low
Walking,0.814,Low,40.1,40_to_60,Experienced,Afternoon,7.2,14,60,Low
Resting,0.111,Medium,44.8,40_to_60,First-Time,Morning,24.2,24,98,Low
Tawaf,0.712,High,37.0,Above_60,Experienced,Morning,68.7,25,62,Low
Walking,1.106,Low,43.3,40_to_60,First-Time,Afternoon,9.2,22,18,Medium
Prayer,0.014,High,43.8,40_to_60,First-Time,Afternoon,21.6,16,89,High
Walking,0.88,Medium,44.8,Under_40,First-Time,Noon,10.0,17,5,Medium
Walking,0.979,Medium,44.3,40_to_60,First-Time,Night,25.9,8,6,Medium
Sai,0.859,Low,36.8,40_to_60,First-Time,Afternoon,53.4,31,87,Low
Sai,1.451,Low,35.2,40_to_60,First-Time,Morning,64.3,47,70,Low
Walking,0.864,Low,42.3,40_to_60,Experienced,Noon,18.8,13,98,Low
Tawaf,0.623,High,51.8,Above_60,Experienced,Maghrib,82.8,32,11,High
Sai,0.925,Low,38.2,Under_40,First-Time,Afternoon,54.7,15,29,Low
Resting,0.079,Medium,40.7,Above_60,Experienced,Morning,80.1,46,71,Low
Prayer,0.012,Medium,43.2,Above_60,First-Time,Afternoon,10.6,14,76,Medium
Walking,0.685,Medium,39.8,Under_40,First-Time,Noon,24.4,31,62,Low
Resting,0.148,Low,44.6,Above_60,First-Time,Noon,70.3,32,64,Medium
Sai,1.384,Medium,44.8,Above_60,First-Time,Afternoon,87.5,14,62,High
Prayer,0.053,Medium,48.2,40_to_60,First-Time,Afternoon,25.5,32,55,Medium
Walking,0.671,High,44.2,40_to_60,Experienced,Maghrib,15.0,44,16,Low
Walking,0.531,Low,40.7,40_to_60,First-Time,Noon,15.4,7,84,Low
Resting,0.187,Medium,45.5,Under_40,Experienced,Maghrib,15.7,19,8,Low
Resting,0.126,Medium,41.8,Under_40,Experienced,Fajr,103.0,37,69,Low
Walking,1.189,Low,40.5,40_to_60,First-Time,Morning,25.1,21,30,Low
Sai,1.346,High,40.3,40_to_60,Experienced,Night,70.6,31,9,Low
Tawaf,0.704,High,40.0,40_to_60,First-Time,Fajr,52.5,40,32,Low
Prayer,0.001,Medium,46.4,40_to_60,First-Time,Afternoon,26.1,27,15,Medium
Tawaf,0.689,High,46.3,40_to_60,Experienced,Night,66.6,45,18,Medium
Walking,0.636,Low,43.1,Above_60,First-Time,Night,9.7,32,91,Low
Walking,0.91,Medium,40.2,40_to_60,First-Time,Night,11.1,31,33,Low
Tawaf,0.524,Medium,42.8,Above_60,First-Time,Night,66.3,23,62,Low
Resting,0.171,Medium,39.1,40_to_60,Experienced,Noon,86.2,14,73,Low
Sai,0.893,Medium,41.6,Above_60,First-Time,Noon,50.1,18,99,Medium
Prayer,0.046,High,36.0,40_to_60,First-Time,Morning,26.8,46,27,Medium
Walking,0.526,Medium,41.5,40_to_60,Experienced,Morning,17.6,47,69,Low
Prayer,0.004,High,45.5,40_to_60,First-Time,Afternoon,14.0,22,82,High
Prayer,0.066,High,39.9,Above_60,First-Time,Noon,21.3,5,7,Medium
Tawaf,0.776,Medium,46.1,40_to_60,First-Time,Noon,82.6,6,52,Medium
Prayer,0.078,High,44.5,40_to_60,First-Time,Afternoon,11.1,22,69,High
Walking,0.828,Low,43.7,Above_60,Experienced,Morning,10.5,42,28,Low
Resting,0.017,Low,39.7,Above_60,First-Time,Fajr,74.1,28,89,Low
Prayer,0.005,High,38.4,40_to_60,First-Time,Maghrib,10.0,25,64,Medium
Prayer,0.016,High,46.0,Under_40,First-Time,Maghrib,13.6,18,64,Medium
Walking,1.183,Medium,37.3,40_to_60,First-Time,Noon,10.9,37,18,Low
Resting,0.12,Low,40.4,40_to_60,Experienced,Afternoon,107.8,48,77,Low
Sai,1.39,Low,43.0,40_to_60,Experienced,Morning,68.6,44,34,Low
Prayer,0.071,High,51.7,Above_60,Experienced,Noon,22.6,16,12,High
Walking,0.924,Medium,44.9,Above_60,First-Time,Fajr,5.1,21,64,Medium
Walking,1.163,Low,39.4,Under_40,First-Time,Morning,14.7,38,30,Low
Tawaf,0.415,High,41.9,40_to_60,First-Time,Fajr,56.8,29,56,Medium
Walking,0.818,Medium,41.1,40_to_60,Experienced,Noon,26.0,49,68,Low
Sai,1.405,High,43.3,40_to_60,First-Time,Afternoon,53.8,35,58,Medium
Walking,0.886,Medium,46.0,40_to_60,Experienced,Afternoon,6.6,8,41,Medium
Walking,0.673,Medium,39.5,40_to_60,First-Time,Noon,25.6,29,72,Low
Resting,0.063,Medium,42.8,40_to_60,First-Time,Morning,37.3,40,36,Low
Prayer,0.075,Medium,45.9,Under_40,Experienced,Noon,23.8,38,15,Low
Prayer,0.001,High,37.2,40_to_60,First-Time,Night,11.8,38,12,Medium
Sai,1.44,Medium,41.4,40_to_60,First-Time,Night,75.3,37,73,Low
Resting,0.006,Medium,40.5,Above_60,First-Time,Noon,59.4,41,79,Low
Sai,1.242,Medium,41.9,40_to_60,First-Time,Night,86.8,42,34,Low
Prayer,0.06,High,33.1,40_to_60,Experienced,Noon,14.0,49,81,Medium
Sai,1.205,Medium,39.2,40_to_60,Experienced,Afternoon,48.0,26,61,Low
Walking,0.832,High,33.6,Under_40,Experienced,Maghrib,18.3,16,29,Low
Walking,1.097,Low,37.7,40_to_60,First-Time,Noon,27.9,7,90,Low
Prayer,0.066,Medium,42.5,40_to_60,Experienced,Morning,14.1,8,32,Low
Prayer,0.078,High,43.6,Under_40,First-Time,Morning,26.7,12,98,Medium
Resting,0.035,Medium,40.4,40_to_60,First-Time,Maghrib,50.6,36,76,Low
Walking,0.535,High,33.5,Under_40,First-Time,Night,7.5,48,81,Low
Walking,0.52,Low,39.7,Under_40,First-Time,Morning,19.7,9,84,Low
Resting,0.044,High,37.0,40_to_60,Experienced,Afternoon,69.8,27,69,Medium
Resting,0.2,Medium,41.0,40_to_60,First-Time,Fajr,103.0,43,87,Low
Prayer,0.049,Low,42.4,Under_40,First-Time,Night,12.1,18,44,Low
Resting,0.226,High,35.6,Under_40,Experienced,Night,82.8,23,30,Low
Tawaf,0.396,Low,40.5,Under_40,First-Time,Maghrib,67.2,27,23,Low
Prayer,0.037,Low,33.2,Under_40,First-Time,Maghrib,29.9,41,78,Low
Resting,0.267,Low,41.2,Under_40,Experienced,Afternoon,49.4,25,25,Low
Prayer,0.094,High,41.2,Under_40,Experienced,Morning,10.9,15,67,Low
Prayer,0.092,High,36.0,Under_40,First-Time,Night,18.2,40,47,Medium
Prayer,0.082,Low,36.2,40_to_60,First-Time,Morning,19.3,45,69,Low
Walking,0.982,Medium,49.1,Above_60,Experienced,Morning,14.2,44,45,Medium
Prayer,0.091,High,43.4,Above_60,First-Time,Noon,22.6,15,89,High
Walking,1.0,Medium,39.2,40_to_60,Experienced,Afternoon,11.6,29,24,Low
Resting,0.286,Low,40.7,40_to_60,First-Time,Fajr,34.2,20,23,Low
Walking,0.517,Low,37.2,Under_40,First-Time,Maghrib,16.3,28,25,Low
Sai,1.445,Low,42.9,Under_40,Experienced,Morning,77.7,28,39,Low
Resting,0.167,Medium,41.5,40_to_60,First-Time,Afternoon,108.6,15,88,Low
Sai,0.878,High,44.9,Above_60,First-Time,Noon,74.9,48,90,Medium
Tawaf,0.407,High,46.1,Above_60,First-Time,Maghrib,52.6,50,38,High
Tawaf,0.726,Low,47.4,40_to_60,First-Time,Morning,74.8,28,46,Medium
Walking,0.854,Medium,45.4,40_to_60,First-Time,Maghrib,9.7,21,50,Medium
Tawaf,0.791,High,41.1,Under_40,First-Time,Morning,75.1,46,33,Low
Tawaf,0.359,High,36.6,40_to_60,First-Time,Afternoon,58.9,41,88,Medium
Prayer,0.041,Low,40.8,40_to_60,Experienced,Afternoon,15.4,44,30,Low
Prayer,0.033,High,41.8,40_to_60,Experienced,Noon,23.8,45,35,Medium
Walking,0.861,Medium,43.6,40_to_60,Experienced,Fajr,15.4,22,73,Low
Walking,0.943,Medium,39.8,Above_60,First-Time,Noon,20.5,29,45,Medium
Walking,0.963,Medium,37.2,40_to_60,First-Time,Morning,21.6,12,72,Low
Sai,0.801,Low,43.0,40_to_60,First-Time,Morning,62.7,43,99,Low
Sai,0.862,Medium,51.7,40_to_60,First-Time,Afternoon,89.4,20,42,High
Resting,0.011,High,47.7,Under_40,First-Time,Afternoon,63.0,33,63,High
Tawaf,0.732,High,46.8,Under_40,Experienced,Afternoon,89.0,13,42,High
Resting,0.094,High,40.5,40_to_60,First-Time,Afternoon,39.7,11,98,Medium
Sai,1.057,Medium,39.0,40_to_60,First-Time,Morning,52.5,18,77,Low
Resting,0.135,Low,45.0,40_to_60,First-Time,Morning,81.2,29,38,Low
Prayer,0.085,Medium,47.0,40_to_60,First-Time,Afternoon,20.9,41,29,Medium
Prayer,0.001,High,41.0,Above_60,First-Time,Noon,20.8,23,60,Medium
Walking,0.583,Medium,39.7,40_to_60,First-Time,Noon,29.9,6,88,Low
Walking,0.98,High,39.9,40_to_60,First-Time,Night,5.0,23,51,Low
Prayer,0.096,Low,42.9,40_to_60,First-Time,Morning,19.1,6,31,Low
Walking,0.95,Medium,41.7,40_to_60,First-Time,Night,12.7,28,87,Low
Walking,0.683,High,42.1,40_to_60,First-Time,Night,15.7,14,58,Low
Tawaf,0.56,High,47.0,40_to_60,First-Time,Night,86.3,17,62,High
Tawaf,0.787,Medium,45.5,Above_60,First-Time,Afternoon,78.5,41,96,High
Prayer,0.053,High,41.3,Under_40,Experienced,Night,14.0,5,26,Low
Tawaf,0.487,Low,42.0,Above_60,First-Time,Night,72.3,19,73,Low
Walking,0.768,Low,46.1,40_to_60,Experienced,Noon,19.5,11,40,Medium
Sai,1.477,Low,44.1,40_to_60,First-Time,Night,63.4,44,21,Medium
Prayer,0.072,High,48.6,Above_60,Experienced,Night,16.8,20,32,High
Sai,1.281,Low,44.7,Under_40,Experienced,Noon,71.9,11,48,Low
Walking,0.662,Medium,43.0,Under_40,Experienced,Noon,16.7,22,33,Low
Tawaf,0.58,High,40.0,Under_40,First-Time,Afternoon,63.0,32,81,Low
Tawaf,0.478,Medium,35.7,40_to_60,First-Time,Noon,76.4,18,97,Low
Tawaf,0.42,High,46.2,Above_60,Experienced,Noon,88.0,21,7,High
Resting,0.269,High,46.3,Under_40,First-Time,Noon,58.1,27,84,High
Tawaf,0.492,Low,47.5,Above_60,Experienced,Noon,55.6,27,93,Medium
Walking,0.698,Medium,37.1,40_to_60,Experienced,Morning,26.0,28,86,Low
Tawaf,0.766,High,43.5,Under_40,Experienced,Noon,37.8,25,85,Low
Tawaf,0.399,High,39.3,Under_40,First-Time,Maghrib,78.1,26,15,Medium
Walking,1.022,Medium,41.6,40_to_60,First-Time,Afternoon,14.8,30,7,Low
Prayer,0.065,High,35.8,40_to_60,First-Time,Noon,18.3,40,41,Medium
Resting,0.276,Low,39.3,Under_40,Experienced,Morning,46.1,33,60,Low
Resting,0.25,Low,41.6,Above_60,First-Time,Maghrib,27.9,11,35,Low
Walking,0.994,High,43.6,Under_40,First-Time,Afternoon,23.6,21,100,Low
Walking,0.72,Medium,45.0,40_to_60,Experienced,Night,27.5,15,92,Low
Prayer,0.05,Medium,48.4,40_to_60,Experienced,Morning,20.0,41,51,Low
Prayer,0.094,High,41.5,Above_60,First-Time,Morning,13.8,29,64,Medium
Resting,0.007,Low,40.1,Under_40,First-Time,Fajr,47.6,45,93,Low
Walking,1.056,Medium,43.4,Under_40,First-Time,Fajr,7.1,12,53,Low
Walking,0.676,Medium,43.2,Under_40,First-Time,Noon,25.8,8,79,Low
Sai,0.93,Low,37.5,Under_40,First-Time,Morning,68.4,41,28,Low
Tawaf,0.416,Medium,37.1,40_to_60,Experienced,Fajr,88.7,13,32,Low
Resting,0.018,Low,51.2,40_to_60,Experienced,Morning,96.1,41,60,Low
Prayer,0.099,Low,43.1,40_to_60,Experienced,Maghrib,24.5,18,35,Low
Prayer,0.087,High,45.2,Above_60,First-Time,Maghrib,18.8,18,76,High
Tawaf,0.561,High,44.3,40_to_60,Experienced,Morning,50.9,27,33,Medium
Resting,0.215,Medium,43.9,Above_60,First-Time,Night,44.0,37,86,Medium
Tawaf,0.578,High,47.1,Above_60,Experienced,Morning,89.3,22,79,High
Resting,0.243,Medium,50.9,40_to_60,Experienced,Fajr,39.2,46,96,Low
Tawaf,0.722,Medium,44.2,Under_40,Experienced,Morning,38.8,14,70,Low
Resting,0.07,Medium,42.5,Under_40,First-Time,Morning,64.4,17,9,Low
Walking,0.822,Medium,46.1,Above_60,First-Time,Afternoon,17.9,50,13,High
Sai,1.244,High,41.1,40_to_60,Experienced,Morning,53.0,28,53,Low
Walking,1.185,High,37.2,Above_60,Experienced,Afternoon,13.7,50,41,Low
Prayer,0.068,High,44.6,40_to_60,First-Time,Morning,15.9,28,90,Medium
Sai,1.428,High,38.4,Under_40,Experienced,Morning,78.4,46,68,Low
Resting,0.254,Medium,38.9,40_to_60,Experienced,Night,66.3,7,25,Low
Prayer,0.058,High,36.9,40_to_60,First-Time,Morning,25.5,24,43,Medium
Prayer,0.089,High,32.0,40_to_60,First-Time,Night,11.8,7,38,Medium
Sai,1.064,Medium,36.7,Under_40,Experienced,Noon,59.2,41,91,Low
Prayer,0.038,High,42.4,Under_40,First-Time,Night,16.0,14,7,Medium
Resting,0.234,High,46.8,Under_40,Experienced,Night,63.1,30,27,Medium
Prayer,0.013,High,39.9,40_to_60,Experienced,Maghrib,18.1,41,40,Low
Resting,0.092,Low,39.2,40_to_60,First-Time,Night,42.4,20,74,Low
Resting,0.183,Medium,41.7,40_to_60,Experienced,Maghrib,100.9,46,81,Low
Tawaf,0.51,Low,41.7,40_to_60,First-Time,Afternoon,84.4,8,51,Medium
Sai,1.459,Medium,41.8,40_to_60,First-Time,Maghrib,79.9,41,61,Low
Resting,0.288,Medium,46.2,40_to_60,Experienced,Afternoon,88.6,45,39,Medium
Prayer,0.05,Medium,40.8,40_to_60,First-Time,Maghrib,21.8,37,11,Low
Tawaf,0.57,High,40.0,Above_60,First-Time,Night,50.1,40,50,Medium
Prayer,0.072,High,42.1,40_to_60,First-Time,Maghrib,28.4,38,63,Medium
Walking,0.82,Low,44.6,Under_40,First-Time,Night,21.2,14,6,Medium
Walking,0.633,Low,52.0,40_to_60,First-Time,Noon,27.2,27,32,Medium
Tawaf,0.673,High,49.0,40_to_60,First-Time,Night,57.2,49,77,High
Tawaf,0.669,Low,43.0,Above_60,Experienced,Morning,54.7,21,34,Low
Resting,0.073,Low,40.0,40_to_60,First-Time,Fajr,23.1,12,11,Low
Walking,1.083,High,41.7,Above_60,First-Time,Morning,13.4,35,42,Low
Walking,0.93,High,39.3,40_to_60,Experienced,Morning,14.6,38,86,Low
Walking,0.665,Medium,42.9,Under_40,First-Time,Maghrib,17.4,5,36,Low
Prayer,0.065,High,43.3,40_to_60,First-Time,Noon,19.5,24,39,Medium
Walking,0.664,Low,44.4,40_to_60,Experienced,Morning,27.9,40,23,Low
Prayer,0.027,High,34.1,40_to_60,First-Time,Maghrib,20.1,9,16,Low
Sai,1.394,High,38.5,40_to_60,First-Time,Morning,83.0,31,47,Low
Walking,1.151,Medium,47.8,40_to_60,First-Time,Fajr,8.2,50,80,Medium
Prayer,0.026,Low,37.6,40_to_60,Experienced,Noon,21.4,18,70,Low
Resting,0.278,Low,38.9,40_to_60,Experienced,Fajr,71.5,38,46,Low
Prayer,0.024,High,40.7,40_to_60,First-Time,Morning,13.1,30,81,Low
Resting,0.035,Medium,47.7,Above_60,First-Time,Maghrib,40.7,35,85,High
Resting,0.017,Low,44.7,40_to_60,Experienced,Noon,67.5,48,84,Medium
Sai,0.969,High,40.9,Above_60,First-Time,Fajr,68.5,6,88,Low
Walking,0.77,Low,40.2,40_to_60,First-Time,Noon,27.5,49,71,Low
Prayer,0.093,High,39.3,Under_40,First-Time,Afternoon,13.3,32,13,Medium
Resting,0.073,Low,37.0,40_to_60,Experienced,Morning,47.0,26,60,Low
Prayer,0.037,Medium,38.8,Above_60,Experienced,Morning,14.8,12,76,Low
Walking,1.014,Low,49.0,40_to_60,First-Time,Maghrib,24.6,26,69,Medium
Prayer,0.03,High,48.0,40_to_60,First-Time,Fajr,14.3,15,54,High
Sai,1.279,Medium,40.6,Above_60,First-Time,Night,85.4,5,91,Medium
Sai,1.102,Low,40.0,40_to_60,First-Time,Fajr,86.9,10,19,Low
Prayer,0.02,High,46.6,Above_60,First-Time,Afternoon,12.2,26,68,High
Walking,1.014,Medium,39.6,40_to_60,First-Time,Morning,10.4,6,64,Low
Walking,0.519,High,44.7,40_to_60,First-Time,Afternoon,14.6,30,86,Medium
Walking,0.705,High,37.6,Under_40,First-Time,Morning,26.7,11,64,Low
Prayer,0.036,High,42.7,40_to_60,First-Time,Fajr,12.4,37,51,Medium
Walking,0.821,Low,40.1,Above_60,Experienced,Night,13.6,20,22,Low
